Control Number,Account Name,District,Street,Connection Type,Connection Status,Last Reading,2019_DEC,2020_JAN,2020_FEB,2020_MAR,2020_APR,2020_MAY,2020_JUN,2020_JUL,2020_AUG,2020_SEP,2020_OCT,2020_NOV,2020_DEC,2022_JAN,2022_FEB,2022_MAR,2022_APR,2022_MAY,2022_JUN,2022_JUL,2022_AUG,2022_SEP,2022_OCT,2022_NOV,2022_DEC,2023_JAN,2023_FEB,2023_MAR,2023_APR,2023_MAY,2023_JUN,2023_JUL,2023_AUG,2023_SEP,2023_OCT,2023_NOV,2023_DEC,2024_JAN,2024_FEB,2024_MAR,2024_APR,2024_MAY,2024_JUN,2024_JUL,2024_AUG,2024_SEP,2024_OCT,2024_NOV,2024_DEC,2025_JAN,2025_FEB,2025_MAR,2025_APR,2025_MAY
501812,"Bosito, Sonny",District 4,Alicante Street,Residential,Active,22.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,23.0,8.0,6.0,0.0,12.0,16.0,13.0,16.0,44.0,,,41.0,40.0,,,,,30.0,,27.0,26.0,,21.0,25.0,,27.0,20.0,21.0,27.0,22.0
501813,"Esparraguerra, Norie",District 2,Jones Street,Residential,Active,16.0,,,,,,,,,,,,,,17.0,14.0,13.0,24.0,0.0,22.0,0.0,39.0,39.0,17.0,24.0,25.0,13.0,15.0,0.0,17.0,18.0,11.0,27.0,48.0,,,25.0,24.0,,,,,13.0,,9.0,11.0,,12.0,10.0,,20.0,26.0,29.0,18.0,16.0
501814,"Garais, May-ann",District 2,Jones Street,Residential,Active,23.0,,,,,,,,,,,,,,15.0,15.0,17.0,34.0,0.0,56.0,0.0,109.0,108.0,58.0,75.0,77.0,41.0,55.0,0.0,54.0,36.0,14.0,36.0,60.0,,,65.0,64.0,,,,,33.0,,37.0,41.0,,36.0,37.0,,37.0,24.0,26.0,23.0,23.0
501815,"Fernandez, Raymart Vincent",,Moyot Street,Residential,Active,27.0,,,,,,,,,,,,,,0.0,51.0,43.0,42.0,0.0,66.0,0.0,98.0,98.0,46.0,55.0,31.0,21.0,33.0,0.0,20.0,41.0,50.0,38.0,69.0,,,53.0,52.0,,,,,34.0,,26.0,32.0,,41.0,31.0,,74.0,40.0,43.0,43.0,27.0
501816,"Gutierrez, Glen",District 4,Villamor Street,Residential,Active,10.0,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,0.0,8.0,3.0,18.0,17.0,11.0,11.0,8.0,6.0,6.0,0.0,10.0,10.0,7.0,10.0,23.0,,,53.0,53.0,,,,,10.0,,10.0,10.0,,10.0,10.0,,10.0,10.0,20.0,10.0,10.0
501817,"Almonte, Leny 2",District 2,Jones Street,Residential,Active,6.0,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,5.0,0.0,9.0,9.0,4.0,6.0,5.0,3.0,3.0,0.0,2.0,7.0,5.0,6.0,10.0,,,8.0,7.0,,,,,3.0,,5.0,3.0,,3.0,6.0,,6.0,5.0,6.0,10.0,6.0
501818,"Giga, Marlou",,Moyot Street,Residential,Active,0.0,,,,,,,,,,,,,,0.0,1.0,13.0,3.0,0.0,0.0,0.0,10.0,9.0,5.0,3.0,2.0,7.0,22.0,0.0,30.0,40.0,56.0,29.0,77.0,,,73.0,73.0,,,,,31.0,,33.0,39.0,,35.0,29.0,,34.0,33.0,19.0,0.0,0.0
501819,"Menes, Natividad 2",District 1,Bailon Street,Residential,Active,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501820,"Almoguerra, Myda",Burgos,Binaliw,Residential,Active,5.0,,,,,,,,,,,,,,0.0,0.0,3.0,4.0,0.0,4.0,4.0,6.0,6.0,3.0,3.0,4.0,2.0,1.0,0.0,4.0,8.0,10.0,14.0,21.0,,,19.0,18.0,,,,,11.0,,12.0,9.0,,9.0,5.0,,5.0,6.0,7.0,13.0,5.0
501821,"Gutierrez, Liza",Burgos,Talaba,Residential,Active,15.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,16.0,13.0,23.0,23.0,13.0,15.0,11.0,7.0,10.0,0.0,13.0,10.0,12.0,14.0,37.0,,,23.0,22.0,,,,,23.0,,22.0,16.0,,28.0,13.0,,16.0,12.0,15.0,20.0,15.0
501822,"Almine, Loida",Burgos,Talaba,Residential,Active,23.0,,,,,,,,,,,,,,0.0,0.0,13.0,17.0,0.0,22.0,20.0,36.0,35.0,25.0,34.0,27.0,11.0,18.0,0.0,25.0,22.0,24.0,30.0,65.0,,,40.0,40.0,,,,,28.0,,23.0,33.0,,33.0,18.0,,28.0,18.0,21.0,32.0,23.0
501823,"Bartolata, Perla",Burgos,Binaliw,Residential,Active,6.0,,,,,,,,,,,,,,0.0,0.0,18.0,28.0,0.0,25.0,20.0,40.0,39.0,22.0,21.0,16.0,9.0,14.0,0.0,21.0,18.0,24.0,36.0,99.0,,,30.0,29.0,,,,,22.0,,28.0,21.0,,21.0,18.0,,13.0,11.0,4.0,9.0,6.0
501824,"Letada, Nida",Burgos,Talaba,Residential,Active,14.0,,,,,,,,,,,,,,0.0,0.0,4.0,7.0,0.0,11.0,23.0,23.0,22.0,10.0,14.0,8.0,5.0,3.0,0.0,29.0,21.0,15.0,19.0,56.0,,,22.0,21.0,,,,,15.0,,11.0,13.0,,24.0,18.0,,13.0,9.0,11.0,21.0,14.0
501825,"Oliva, Maricel",Burgos,Talaba,Residential,Active,13.0,,,,,,,,,,,,,,0.0,0.0,7.0,7.0,0.0,15.0,13.0,23.0,23.0,13.0,15.0,11.0,7.0,11.0,0.0,15.0,11.0,12.0,18.0,39.0,,,21.0,20.0,,,,,11.0,,11.0,14.0,,15.0,9.0,,14.0,11.0,14.0,17.0,13.0
501826,"Morilla, Edna (1)",Burgos,Talaba,Residential,Active,25.0,,,,,,,,,,,,,,0.0,0.0,10.0,17.0,0.0,20.0,21.0,29.0,29.0,21.0,26.0,20.0,11.0,17.0,0.0,28.0,21.0,22.0,27.0,65.0,,,30.0,29.0,,,,,28.0,,23.0,29.0,,35.0,19.0,,23.0,19.0,22.0,44.0,25.0
501827,"Morilla, Edna (2)",Burgos,Talaba,Residential,Active,7.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,7.0,6.0,8.0,0.0,17.0,7.0,10.0,11.0,37.0,,,18.0,18.0,,,,,9.0,,9.0,12.0,,12.0,7.0,,5.0,8.0,5.0,9.0,7.0
501828,"Morilla, Edna (3)",Burgos,Talaba,Residential,Active,23.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,36.0,,,22.0,21.0,,,,,7.0,,12.0,19.0,,28.0,16.0,,26.0,27.0,25.0,33.0,23.0
501829,"Gebilaguin, Melba",Burgos,Talaba,Residential,Active,18.0,,,,,,,,,,,,,,0.0,0.0,14.0,23.0,0.0,29.0,29.0,42.0,41.0,25.0,31.0,23.0,12.0,21.0,0.0,27.0,25.0,22.0,33.0,69.0,,,33.0,33.0,,,,,22.0,,21.0,22.0,,24.0,15.0,,17.0,15.0,18.0,25.0,18.0
501830,"Dejumo, Rosemalyn",Burgos,Talaba,Residential,Active,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,35.0,34.0,18.0,20.0,16.0,9.0,16.0,0.0,25.0,18.0,19.0,27.0,46.0,,,0.0,0.0,,,,,48.0,,32.0,85.0,,273.0,9.0,,14.0,7.0,6.0,18.0,0.0
501831,"Almoete, Rafael",Burgos,Talaba,Residential,Active,21.0,,,,,,,,,,,,,,0.0,0.0,32.0,54.0,0.0,65.0,61.0,125.0,124.0,66.0,71.0,45.0,30.0,41.0,0.0,62.0,57.0,32.0,55.0,100.0,,,52.0,52.0,,,,,57.0,,48.0,48.0,,36.0,21.0,,30.0,26.0,27.0,26.0,21.0
501832,"Bartolay, Ruel",Burgos,Talaba,Residential,Active,11.0,,,,,,,,,,,,,,0.0,0.0,7.0,10.0,0.0,0.0,22.0,20.0,19.0,12.0,12.0,9.0,5.0,11.0,0.0,14.0,8.0,8.0,11.0,29.0,,,17.0,17.0,,,,,13.0,,13.0,18.0,,21.0,12.0,,15.0,13.0,14.0,18.0,11.0
501833,"Floresta, Marjorie",Burgos,Talaba,Residential,Active,0.0,,,,,,,,,,,,,,0.0,0.0,5.0,16.0,0.0,29.0,19.0,29.0,28.0,14.0,18.0,14.0,7.0,9.0,0.0,14.0,8.0,10.0,12.0,27.0,,,18.0,18.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501834,"Gebilaguin, Juan",Burgos,Talaba,Residential,Disconnected,0.0,,,,,,,,,,,,,,0.0,0.0,5.0,6.0,0.0,9.0,6.0,15.0,14.0,9.0,9.0,11.0,5.0,6.0,0.0,5.0,14.0,7.0,7.0,14.0,,,9.0,9.0,,,,,7.0,,1.0,2.0,,5.0,2.0,,0.0,4.0,0.0,0.0,0.0
501835,"Bartolata, Hanilyn/Marilou Avila",Burgos,Binaliw,Residential,Active,25.0,,,,,,,,,,,,,,0.0,0.0,23.0,32.0,0.0,45.0,41.0,0.0,0.0,0.0,18.0,1.0,2.0,1.0,0.0,4.0,5.0,5.0,15.0,40.0,,,,,,,,,19.0,,18.0,15.0,,20.0,19.0,,17.0,17.0,23.0,31.0,25.0
501836,"Bartolata, Nobe",Burgos,Talaba,Residential,Active,20.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,42.0,42.0,25.0,28.0,17.0,10.0,19.0,0.0,30.0,24.0,22.0,28.0,63.0,,,31.0,31.0,,,,,21.0,,22.0,24.0,,28.0,18.0,,19.0,15.0,19.0,33.0,20.0
501837,"Delavin, Irene",District 2,Fabmar Street,Residential,Active,5.0,,,,,,,,,,,,,,,,,,,0.0,2.0,46.0,45.0,16.0,13.0,20.0,8.0,4.0,0.0,19.0,17.0,6.0,9.0,17.0,,,19.0,19.0,,,,,12.0,,10.0,14.0,,16.0,14.0,,28.0,23.0,15.0,20.0,5.0
501838,Almine Virginia,Burgos,Binaliw,Residential,Active,0.0,,,,,,,,,,,,,,,,,,,0.0,21.0,17.0,17.0,0.0,0.0,36.0,7.0,9.0,0.0,16.0,4.0,0.0,16.0,10.0,,,,,,,,,98.0,,36.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501839,"Romero, Cecil",Burgos,Talaba,Residential,Active,13.0,,,,,,,,,,,,,,,0.0,0.0,10.0,0.0,38.0,1.0,27.0,27.0,17.0,21.0,15.0,7.0,17.0,0.0,22.0,17.0,15.0,19.0,39.0,,,19.0,19.0,,,,,15.0,,11.0,16.0,,19.0,11.0,,13.0,10.0,13.0,18.0,13.0
501840,"Jardin, Sonia",Burgos,Binaliw,Residential,Active,23.0,,,,,,,,,,,,,,,,,0.0,0.0,33.0,27.0,53.0,53.0,31.0,36.0,30.0,16.0,28.0,0.0,46.0,40.0,34.0,41.0,65.0,,,30.0,29.0,,,,,27.0,,27.0,23.0,,22.0,20.0,,20.0,19.0,24.0,33.0,23.0
501841,"Romero, Marta",Burgos,Talaba,Residential,Active,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,7.0,0.0,9.0,5.0,24.0,23.0,12.0,22.0,18.0,9.0,14.0,0.0,18.0,12.0,11.0,18.0,38.0,,,14.0,14.0,,,,,14.0,,13.0,15.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501842,"Dilao, Daisy",District 2,Fabmar Street,Residential,Active,2.0,,,,,,,,,,,,,,0.0,0.0,7.0,11.0,0.0,14.0,8.0,50.0,49.0,52.0,29.0,26.0,40.0,10.0,0.0,47.0,25.0,25.0,34.0,40.0,,,20.0,19.0,,,,,13.0,,4.0,8.0,,9.0,9.0,,7.0,28.0,6.0,10.0,2.0
501843,Shopmore Commercial Corp.,District 1,Bailon Street,Industrial,Active,35.0,,,,,,,,,,,,,,0.0,28.0,5.0,0.0,0.0,0.0,0.0,21.0,20.0,30.0,22.0,24.0,25.0,11.0,0.0,4.0,37.0,12.0,0.0,0.0,,,75.0,75.0,,,,,28.0,,42.0,37.0,,39.0,37.0,,53.0,59.0,35.0,40.0,35.0
501844,"Barrun, Jerson",Burgos,Talaba,Residential,Active,12.0,,,,,,,,,,,,,,0.0,0.0,0.0,25.0,0.0,64.0,45.0,76.0,75.0,22.0,34.0,9.0,0.0,1.0,0.0,22.0,19.0,13.0,16.0,12.0,,,0.0,0.0,,,,,33.0,,61.0,91.0,,155.0,123.0,,137.0,5.0,5.0,9.0,12.0
501845,"Dignos, Melvin",District 2,Fabmar Street,Residential,Disconnected,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,7.0,5.0,20.0,19.0,17.0,12.0,24.0,7.0,10.0,0.0,2.0,2.0,4.0,6.0,2.0,,,12.0,12.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501846,"Emata, Anelyn",Burgos,Talaba,Residential,Active,33.0,,,,,,,,,,,,,,0.0,0.0,6.0,13.0,0.0,18.0,16.0,25.0,25.0,17.0,17.0,14.0,7.0,13.0,0.0,15.0,14.0,12.0,19.0,42.0,,,38.0,37.0,,,,,23.0,,24.0,30.0,,32.0,22.0,,26.0,21.0,26.0,44.0,33.0
501847,"Sagad, Santiago Jr.",District 3,Alicante Street,Commercial,Active,177.0,,,,,,,,,,,,,,192.0,165.0,99.0,187.0,0.0,90.0,0.0,181.0,180.0,79.0,104.0,176.0,13.0,155.0,0.0,145.0,223.0,74.0,133.0,176.0,,,763.0,762.0,,,,,61.0,,97.0,119.0,,149.0,217.0,,504.0,454.0,304.0,173.0,177.0
501848,"Arcenas, John Chris",Burgos,Talaba,Residential,Active,26.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,24.0,,42.0,18.0,,0.0,0.0,,2.0,0.0,1.0,1.0,26.0
501849,"Julaton, Marlon",Burgos,Talaba,Commercial,Active,35.0,,,,,,,,,,,,,,0.0,0.0,24.0,16.0,0.0,31.0,19.0,38.0,38.0,17.0,42.0,21.0,43.0,10.0,0.0,21.0,22.0,29.0,41.0,57.0,,,33.0,32.0,,,,,28.0,,36.0,25.0,,29.0,19.0,,32.0,41.0,71.0,41.0,35.0
501850,"Bartolay, Cede",District 3,Altarejos Street,Residential,Active,32.0,,,,,,,,,,,,,,0.0,0.0,0.0,59.0,0.0,3.0,0.0,41.0,40.0,30.0,22.0,53.0,51.0,62.0,0.0,55.0,54.0,45.0,55.0,143.0,,,70.0,69.0,,,,,27.0,,23.0,22.0,,27.0,16.0,,10.0,17.0,23.0,35.0,32.0
501851,"Leonor, Lorito",District 3,Bartolay Street,Residential,Active,11.0,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,2.0,0.0,17.0,,,1.0,0.0,,,,,2.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,4.0,11.0
501852,"Afable, Florina",Burgos,Talaba,Residential,Active,2.0,,,,,,,,,,,,,,0.0,0.0,1.0,2.0,0.0,2.0,2.0,5.0,4.0,3.0,2.0,2.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,4.0,,,1.0,1.0,,,,,1.0,,0.0,1.0,,2.0,0.0,,1.0,2.0,1.0,1.0,2.0
501853,"Dejucos, Jonel",Lipata,Fabmar Street,Residential,Active,0.0,,,,,,,,,,,,,,0.0,0.0,7.0,10.0,0.0,12.0,22.0,75.0,74.0,44.0,37.0,24.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,20.0,16.0,,112.0,0.0,3.0,0.0,0.0
501854,"Arcenas, John Francis",Burgos,Talaba,Residential,Active,31.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,37.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,52.0,,,13.0,13.0,,,,,21.0,,3.0,19.0,,10.0,19.0,,23.0,27.0,26.0,31.0,31.0
501855,"Albano, Jugie",District 2,Moyot Street,Residential,Active,9.0,,,,,,,,,,,,,,0.0,0.0,11.0,7.0,0.0,6.0,0.0,42.0,41.0,19.0,24.0,20.0,10.0,10.0,0.0,5.0,20.0,23.0,17.0,35.0,,,16.0,15.0,,,,,19.0,,18.0,22.0,,15.0,28.0,,18.0,14.0,11.0,11.0,9.0
501856,"Llanto, Judex",Burgos,Talaba,Residential,Active,17.0,,,,,,,,,,,,,,,0.0,4.0,10.0,0.0,28.0,14.0,27.0,26.0,15.0,17.0,17.0,4.0,12.0,0.0,19.0,15.0,13.0,17.0,47.0,,,24.0,23.0,,,,,14.0,,13.0,16.0,,19.0,14.0,,21.0,17.0,19.0,24.0,17.0
501857,"Almine, Catherine",District 2,Bailon Street,Residential,Active,14.0,,,,,,,,,,,,,,0.0,0.0,10.0,18.0,0.0,18.0,0.0,39.0,38.0,20.0,18.0,22.0,10.0,17.0,0.0,11.0,25.0,15.0,20.0,30.0,,,25.0,24.0,,,,,15.0,,27.0,18.0,,10.0,13.0,,8.0,9.0,10.0,15.0,14.0
501858,"Espinosa, Arlene",Burgos,Binaliw,Residential,Active,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501859,"Demabasa, Benjay",Burgos,Talaba,Residential,Active,6.0,,,,,,,,,,,,,,0.0,0.0,0.0,9.0,0.0,21.0,16.0,25.0,25.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,11.0,14.0,11.0,29.0,,,8.0,8.0,,,,,16.0,,4.0,3.0,,6.0,7.0,,465.0,0.0,26.0,13.0,6.0
501860,"Gido, Ruel",,Moyot Street,Residential,Active,22.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,14.0,0.0,78.0,77.0,33.0,93.0,44.0,34.0,23.0,0.0,20.0,31.0,35.0,34.0,68.0,,,40.0,39.0,,,,,46.0,,32.0,34.0,,42.0,26.0,,20.0,24.0,25.0,29.0,22.0
501861,"Esparraguerra, Aida",,Moyot Street,Residential,Active,44.0,,,,,,,,,,,,,,0.0,0.0,53.0,17.0,0.0,90.0,0.0,57.0,57.0,0.0,0.0,66.0,47.0,73.0,0.0,45.0,72.0,89.0,0.0,0.0,,,124.0,123.0,,,,,0.0,,56.0,65.0,,63.0,61.0,,254.0,415.0,71.0,60.0,44.0
501862,"Almoguerra, Kenneth",,Moyot Street,Residential,Active,15.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,17.0,0.0,42.0,42.0,45.0,25.0,0.0,0.0,0.0,0.0,0.0,65.0,17.0,12.0,33.0,,,24.0,23.0,,,,,16.0,,14.0,11.0,,19.0,18.0,,20.0,13.0,24.0,18.0,15.0
501863,"Ritales, Jhonabel",District 2,Jones Street,Residential,Active,6.0,,,,,,,,,,,,,,0.0,0.0,2.0,8.0,0.0,6.0,0.0,14.0,13.0,7.0,7.0,8.0,5.0,5.0,0.0,7.0,8.0,7.0,9.0,16.0,,,12.0,11.0,,,,,8.0,,6.0,8.0,,8.0,6.0,,4.0,5.0,7.0,8.0,6.0
501864,Kho Shipping Lines,District 1,Bailon Street,Commercial,Active,100.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,162.0,93.0,106.0,0.0,37.0,188.0,129.0,61.0,120.0,,,267.0,267.0,,,,,,,98.0,99.0,,65.0,80.0,,92.0,107.0,102.0,134.0,100.0
501865,"Bartolata, Ester",District 2,Don Juan Street,Residential,Active,25.0,,,,,,,,,,,,,,0.0,0.0,32.0,22.0,0.0,48.0,0.0,79.0,79.0,0.0,0.0,0.0,36.0,55.0,0.0,51.0,59.0,72.0,39.0,86.0,,,70.0,69.0,,,,,56.0,,58.0,49.0,,38.0,29.0,,44.0,42.0,40.0,23.0,25.0
501866,"Capsa, Danny",District 2,Fabmar Street,Residential,Active,23.0,,,,,,,,,,,,,,,0.0,0.0,0.0,60.0,63.0,42.0,87.0,86.0,20.0,40.0,18.0,40.0,36.0,0.0,23.0,22.0,39.0,31.0,100.0,,,42.0,42.0,,,,,22.0,,15.0,28.0,,20.0,19.0,,24.0,45.0,88.0,24.0,23.0
501867,"Avila, Jhoy",Burgos,Binaliw,Residential,Active,6.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,8.0,11.0,24.0,23.0,20.0,22.0,15.0,9.0,14.0,0.0,14.0,11.0,10.0,14.0,46.0,,,22.0,22.0,,,,,8.0,,7.0,4.0,,6.0,5.0,,3.0,3.0,3.0,6.0,6.0
501868,"Barrun, Wenceslao",Burgos,Binaliw,Residential,Disconnected,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,7.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,,,2.0,2.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501869,"Sola, John Marvin",Burgos,Talaba,Residential,Active,14.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,10.0,0.0,20.0,18.0,13.0,11.0,31.0,,,12.0,11.0,,,,,9.0,,11.0,18.0,,18.0,9.0,,8.0,9.0,10.0,17.0,14.0
501870,"Cantela, Laiza",District 2,Jones Street,Residential,Active,19.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,26.0,0.0,,,23.0,27.0,40.0,14.0,17.0,0.0,20.0,23.0,8.0,28.0,0.0,,,0.0,0.0,,,,,26.0,,19.0,21.0,,18.0,19.0,,19.0,15.0,20.0,16.0,19.0
501871,"Gebaga, Ofelia",Burgos,Talaba,Residential,Active,17.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,24.0,23.0,17.0,16.0,9.0,5.0,11.0,0.0,17.0,17.0,16.0,15.0,30.0,,,16.0,16.0,,,,,12.0,,13.0,12.0,,17.0,9.0,,3.0,2.0,1.0,18.0,17.0
501872,"Lignes, Percifone",District 2,Jones Street,Residential,Active,70.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,107.0,0.0,182.0,181.0,79.0,97.0,103.0,60.0,63.0,0.0,68.0,85.0,83.0,113.0,208.0,,,143.0,142.0,,,,,57.0,,58.0,81.0,,84.0,73.0,,76.0,73.0,108.0,90.0,70.0
501873,"Almoete, Crisologo Jr.",District 2,Jones Street,Residential,Active,2.0,,,,,,,,,,,,,,,3.0,2.0,4.0,0.0,4.0,0.0,6.0,6.0,3.0,6.0,4.0,1.0,2.0,0.0,8.0,4.0,5.0,11.0,7.0,,,5.0,5.0,,,,,3.0,,3.0,3.0,,2.0,6.0,,3.0,5.0,4.0,8.0,2.0
501874,"Gelotin, Maria",,NHA Duplex,Residential,Active,16.0,,,,,,,,,,,,,,,0.0,9.0,14.0,0.0,17.0,13.0,15.0,14.0,0.0,22.0,19.0,9.0,12.0,0.0,16.0,12.0,13.0,16.0,46.0,,,18.0,18.0,,,,,0.0,,3.0,5.0,,17.0,4.0,,4.0,8.0,4.0,14.0,16.0
501875,"Cantela, Arlou",Burgos,Talaba,Residential,Active,1.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,6.0,2.0,,,1.0,0.0,,,,,2.0,,0.0,1.0,,1.0,8.0,,1.0,0.0,0.0,1.0,1.0
501876,"Merillo, Anilyn",District 1,Bartolay Street,Residential,Active,6.0,,,,,,,,,,,,,,,0.0,0.0,10.0,0.0,0.0,0.0,42.0,42.0,18.0,13.0,13.0,6.0,7.0,0.0,13.0,10.0,7.0,7.0,16.0,,,25.0,24.0,,,,,16.0,,10.0,15.0,,11.0,12.0,,8.0,1.0,2.0,13.0,6.0
501877,"Bartolata, Lony",District 3,Balintong Street,Commercial,Active,92.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,29.0,0.0,76.0,75.0,24.0,21.0,12.0,36.0,31.0,0.0,23.0,96.0,128.0,77.0,106.0,,,18.0,17.0,,,,,63.0,,87.0,110.0,,53.0,58.0,,57.0,35.0,0.0,153.0,92.0
501878,"Ramiro, Geny",District 3,Alicante Street,Residential,Active,6.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,9.0,11.0,9.0,0.0,5.0,10.0,9.0,14.0,27.0,,,13.0,13.0,,,,,10.0,,11.0,12.0,,10.0,13.0,,11.0,10.0,9.0,14.0,6.0
501879,"Buen, Alfred",District 2,Don Juan Street,Residential,Active,14.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,10.0,0.0,19.0,19.0,0.0,12.0,13.0,9.0,8.0,0.0,9.0,13.0,17.0,14.0,35.0,,,21.0,21.0,,,,,19.0,,13.0,10.0,,15.0,12.0,,14.0,13.0,22.0,17.0,14.0
501880,"Hoyo-a, Rafael",District 2,Esparrago Street,Residential,Active,25.0,,,,,,,,,,,,,,,,0.0,30.0,38.0,48.0,0.0,69.0,68.0,27.0,51.0,15.0,21.0,4.0,0.0,38.0,43.0,34.0,37.0,91.0,,,83.0,82.0,,,,,53.0,,36.0,31.0,,32.0,29.0,,37.0,30.0,30.0,50.0,25.0
501881,"Almodiel, Jerome",,NHA Duplex,Residential,Active,21.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7.0,32.0,32.0,22.0,23.0,16.0,15.0,15.0,0.0,22.0,14.0,18.0,21.0,56.0,,,28.0,28.0,,,,,55.0,,29.0,18.0,,28.0,18.0,,14.0,26.0,18.0,28.0,21.0
501882,"Delavin, Chester",District 3,Flores Street,Residential,Disconnected,0.0,,,,,,,,,,,,,,,,,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,49.0,60.0,42.0,51.0,140.0,,,25.0,24.0,,,,,7.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
501883,"Alapad, Nancy",District 2,Balcavem Street,Residential,Active,18.0,,,,,,,,,,,,,,,,,0.0,0.0,24.0,13.0,30.0,29.0,15.0,23.0,19.0,10.0,15.0,0.0,11.0,19.0,18.0,18.0,28.0,,,26.0,25.0,,,,,18.0,,19.0,19.0,,12.0,14.0,,18.0,14.0,18.0,19.0,18.0
501884,Rural Bank of San Jacinto,District 1,Bailon Street,Commercial,Active,5.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,0.0,39.0,38.0,13.0,3.0,6.0,5.0,6.0,0.0,6.0,16.0,3.0,5.0,23.0,,,12.0,12.0,,,,,6.0,,6.0,6.0,,7.0,4.0,,5.0,6.0,10.0,3.0,5.0
